app_id,release_date,release_price,initial_list_price,discount_percent,currency,release_price_steamspy,avg_playtime,owners_min,owners_max,owners_median,review_count,positive_count,ts_min,ts_max,positive_ratio
39660,2010-06-24,9.99,9.99,0.0,USD,9.99,90,100000.0,200000.0,150000.0,,,,,
542770,2018-07-13,15.99,15.99,0.0,USD,15.99,19,20000.0,50000.0,35000.0,7.0,6.0,1531498906.0,1539177543.0,85.71428571428571
39510,2005-11-29,19.99,19.99,0.0,USD,19.99,2022,500000.0,1000000.0,750000.0,,,,,
581650,2017-01-18,,,,,0.0,13,0.0,20000.0,10000.0,9.0,7.0,1485065625.0,1487907677.0,77.77777777777779
597230,2018-01-15,0.99,0.99,0.0,USD,0.99,197,50000.0,100000.0,75000.0,15.0,15.0,1515979458.0,1523375189.0,100.0
552500,2018-03-08,1.49,29.99,95.0,USD,1.49,1908,2000000.0,5000000.0,3500000.0,5114.0,4204.0,1520467522.0,1528242104.0,82.20570981619085
550010,2016-12-19,4.99,4.99,0.0,USD,4.99,444,200000.0,500000.0,350000.0,214.0,175.0,1482204548.0,1489724527.0,81.77570093457945
15740,2010-12-20,4.99,4.99,0.0,USD,4.99,161,100000.0,200000.0,150000.0,4.0,3.0,1292927086.0,1295089796.0,75.0
585550,2017-02-20,1.99,1.99,0.0,USD,1.99,214,200000.0,500000.0,350000.0,185.0,154.0,1487611585.0,1495096570.0,83.24324324324324
569610,2016-12-20,0.99,0.99,0.0,USD,0.99,374,500000.0,1000000.0,750000.0,8.0,6.0,1482283443.0,1489176505.0,75.0
571260,2017-06-15,8.99,59.99,85.0,USD,8.99,1155,200000.0,500000.0,350000.0,115.0,98.0,1497545288.0,1504832642.0,85.21739130434783
15270,2008-05-13,,,,,1.99,206,50000.0,100000.0,75000.0,,,,,
588180,2017-02-10,,,,,0.0,29,50000.0,100000.0,75000.0,17.0,17.0,1486728505.0,1487546912.0,100.0
35450,2011-09-13,19.99,19.99,0.0,USD,19.99,1513,2000000.0,5000000.0,3500000.0,195.0,189.0,1315874154.0,1323565764.0,96.92307692307692
585690,2017-02-08,0.99,0.99,0.0,USD,0.99,290,2000000.0,5000000.0,3500000.0,11.0,9.0,1488065763.0,1494211752.0,81.81818181818183
552460,2017-04-04,19.99,19.99,0.0,USD,19.99,100,0.0,20000.0,10000.0,38.0,35.0,1491314093.0,1499032696.0,92.10526315789474
34900,2009-07-20,0.59,1.99,70.0,USD,0.59,176,500000.0,1000000.0,750000.0,,,,,
24960,2010-03-02,,,,,0.0,1971,2000000.0,5000000.0,3500000.0,,,,,
588970,2017-02-14,0.99,0.99,0.0,USD,0.99,189,50000.0,100000.0,75000.0,62.0,52.0,1487090647.0,1493966551.0,83.87096774193549
595770,2018-07-06,14.99,14.99,0.0,USD,14.99,203,50000.0,100000.0,75000.0,18.0,8.0,1531008709.0,1537621122.0,44.44444444444444
2780,2008-03-12,,,,,0.0,115,20000.0,50000.0,35000.0,,,,,
3330,2006-08-30,0.99,4.99,80.0,USD,0.99,377,500000.0,1000000.0,750000.0,,,,,
557580,2019-12-23,7.99,7.99,0.0,USD,7.99,255,100000.0,200000.0,150000.0,1.0,1.0,1578012782.0,1578012782.0,100.0
543360,2016-11-08,,,,,0.0,325,50000.0,100000.0,75000.0,2.0,0.0,1478642915.0,1482323422.0,0.0
583040,2017-02-17,9.99,9.99,0.0,USD,9.99,140,50000.0,100000.0,75000.0,20.0,15.0,1487436179.0,1491905599.0,75.0
590720,2017-12-01,,,,,0.0,141,20000.0,50000.0,35000.0,21.0,18.0,1512149234.0,1517982619.0,85.71428571428571
11240,2008-10-23,4.99,4.99,0.0,USD,4.99,229,100000.0,200000.0,150000.0,,,,,
596240,2018-04-27,14.99,14.99,0.0,USD,14.99,102,0.0,20000.0,10000.0,20.0,9.0,1524821066.0,1532106403.0,45.0
2990,2006-12-21,1.99,9.99,80.0,USD,1.99,400,500000.0,1000000.0,750000.0,,,,,
13560,2008-04-01,9.99,9.99,0.0,USD,9.99,301,500000.0,1000000.0,750000.0,,,,,
32770,2009-09-29,19.99,19.99,0.0,USD,19.99,77,20000.0,50000.0,35000.0,,,,,
46260,2010-03-02,4.99,4.99,0.0,USD,4.99,281,100000.0,200000.0,150000.0,,,,,
46360,2010-07-09,4.99,4.99,0.0,USD,4.99,25,20000.0,50000.0,35000.0,,,,,
50,1999-11-01,4.99,4.99,0.0,USD,4.99,491,2000000.0,5000000.0,3500000.0,,,,,
11150,2009-08-06,0.99,9.99,90.0,USD,0.99,134,100000.0,200000.0,150000.0,,,,,
546400,2017-02-20,0.49,4.99,90.0,USD,0.49,204,20000.0,50000.0,35000.0,6.0,2.0,1491492705.0,1494787148.0,33.33333333333333
557810,2016-12-16,,,,,0.0,241,200000.0,500000.0,350000.0,20.0,8.0,1485027058.0,1488313584.0,40.0
6550,2007-06-12,,,,,0.0,175,200000.0,500000.0,350000.0,,,,,
577740,2017-01-13,4.99,4.99,0.0,USD,4.99,171,50000.0,100000.0,75000.0,8.0,4.0,1484442878.0,1491757609.0,50.0
551170,2018-04-18,,,,,0.0,7144,500000.0,1000000.0,750000.0,23.0,18.0,1524065885.0,1531445263.0,78.26086956521739
18300,2008-10-20,4.99,4.99,0.0,USD,4.99,229,200000.0,500000.0,350000.0,,,,,
2800,2006-07-21,4.99,4.99,0.0,USD,4.99,215,200000.0,500000.0,350000.0,,,,,
563120,2017-07-21,1.99,1.99,0.0,USD,1.99,247,500000.0,1000000.0,750000.0,5.0,1.0,1501023153.0,1507706307.0,20.0
538070,2017-03-09,8.99,8.99,0.0,USD,8.99,246,100000.0,200000.0,150000.0,28.0,26.0,1489100851.0,1496754474.0,92.85714285714286
41740,2011-04-21,9.99,9.99,0.0,USD,9.99,78,0.0,20000.0,10000.0,4.0,4.0,1303582615.0,1304070326.0,100.0
8930,2010-09-21,29.99,29.99,0.0,USD,29.99,8447,10000000.0,20000000.0,15000000.0,,,,,
45700,2009-12-22,,,,,0.0,778,200000.0,500000.0,350000.0,,,,,
587860,2017-03-15,,,,,0.0,91,500000.0,1000000.0,750000.0,16.0,15.0,1489670505.0,1497148816.0,93.75
597700,2017-05-12,9.99,9.99,0.0,USD,9.99,155,50000.0,100000.0,75000.0,32.0,32.0,1494578827.0,1500807437.0,100.0
589780,2018-01-22,14.99,14.99,0.0,USD,14.99,226,200000.0,500000.0,350000.0,329.0,295.0,1516647778.0,1524326828.0,89.66565349544074
22200,2009-04-21,9.99,9.99,0.0,USD,9.99,187,200000.0,500000.0,350000.0,,,,,
7210,2007-03-14,0.74,4.99,85.0,USD,0.74,165,100000.0,200000.0,150000.0,,,,,
587430,2017-04-25,24.99,24.99,0.0,USD,24.99,209,200000.0,500000.0,350000.0,48.0,44.0,1493133795.0,1500616453.0,91.66666666666666
559100,2018-08-14,3.99,39.99,90.0,USD,39.99,662,200000.0,500000.0,350000.0,611.0,443.0,1534270659.0,1541972524.0,72.50409165302783
40930,2010-04-20,4.99,4.99,0.0,USD,4.99,67,100000.0,200000.0,150000.0,,,,,
6840,2007-03-15,2.49,4.99,50.0,USD,2.49,166,500000.0,1000000.0,750000.0,,,,,
556280,2016-11-18,1.49,29.99,95.0,USD,1.49,233,100000.0,200000.0,150000.0,11.0,8.0,1479753319.0,1485942988.0,72.72727272727273
27920,2010-04-23,1.99,1.99,0.0,USD,1.99,317,100000.0,200000.0,150000.0,,,,,
37010,2009-11-19,,,,,0.0,133,20000.0,50000.0,35000.0,,,,,
556820,2017-09-15,,,,,0.0,423,100000.0,200000.0,150000.0,49.0,35.0,1505448900.0,1512949993.0,71.42857142857143
582500,2017-02-03,,,,,0.0,126,1000000.0,2000000.0,1500000.0,864.0,785.0,1486143320.0,1488317881.0,90.85648148148148
568440,2017-01-13,,,,,0.0,314,20000.0,50000.0,35000.0,8.0,8.0,1484438337.0,1490076576.0,100.0
587580,2017-05-04,9.99,9.99,0.0,USD,9.99,32,20000.0,50000.0,35000.0,27.0,25.0,1493904227.0,1501308309.0,92.5925925925926
7660,2008-09-04,4.99,4.99,0.0,USD,4.99,371,200000.0,500000.0,350000.0,,,,,
566090,2018-09-18,,,,,0.0,236,50000.0,100000.0,75000.0,388.0,253.0,1537285838.0,1544860507.0,65.20618556701031
595520,2018-02-01,19.99,49.99,60.0,USD,19.99,2088,1000000.0,2000000.0,1500000.0,665.0,584.0,1517506844.0,1524519658.0,87.81954887218045
552080,2022-04-12,19.99,19.99,0.0,USD,19.99,93,20000.0,50000.0,35000.0,,,,,
42890,2010-06-04,9.99,9.99,0.0,USD,9.99,1865,50000.0,100000.0,75000.0,,,,,
587100,2017-08-30,24.99,24.99,0.0,USD,24.99,782,20000.0,50000.0,35000.0,66.0,58.0,1504114995.0,1511681158.0,87.87878787878788
581320,2018-12-12,8.99,29.99,70.0,USD,8.99,2559,2000000.0,5000000.0,3500000.0,9039.0,7387.0,1544634070.0,1552348223.0,81.72364199579599
589200,2017-03-09,9.99,9.99,0.0,USD,9.99,126,20000.0,50000.0,35000.0,32.0,32.0,1489092263.0,1495496456.0,100.0
575600,2017-05-08,19.99,19.99,0.0,USD,19.99,65,0.0,20000.0,10000.0,9.0,4.0,1494217157.0,1500991608.0,44.44444444444444
11140,2009-08-06,0.99,9.99,90.0,USD,0.99,219,200000.0,500000.0,350000.0,,,,,
46340,2010-07-09,4.99,4.99,0.0,USD,4.99,70,50000.0,100000.0,75000.0,,,,,
15560,2011-11-23,9.99,9.99,0.0,USD,9.99,44,200000.0,500000.0,350000.0,68.0,68.0,1322076369.0,1329514402.0,100.0
542050,2018-05-15,19.99,19.99,0.0,USD,19.99,313,100000.0,200000.0,150000.0,103.0,97.0,1526418548.0,1534112739.0,94.1747572815534
587000,2017-05-30,11.99,11.99,0.0,USD,11.99,308,20000.0,50000.0,35000.0,74.0,61.0,1496235301.0,1502207743.0,82.43243243243244
579820,2017-02-09,19.99,19.99,0.0,USD,19.99,18,50000.0,100000.0,75000.0,11.0,7.0,1486662782.0,1487807029.0,63.63636363636363
545410,2017-02-22,0.99,0.99,0.0,USD,0.99,219,50000.0,100000.0,75000.0,10.0,9.0,1487793785.0,1494017279.0,90.0
590690,2018-02-08,4.49,29.99,85.0,USD,4.49,93,20000.0,50000.0,35000.0,275.0,253.0,1518114851.0,1525679630.0,92.0
1610,2006-02-07,9.99,9.99,0.0,USD,9.99,2319,50000.0,100000.0,75000.0,,,,,
562570,2016-12-16,2.99,2.99,0.0,USD,2.99,174,20000.0,50000.0,35000.0,18.0,15.0,1482012342.0,1489522345.0,83.33333333333334
557260,2017-01-16,0.49,4.99,90.0,USD,0.49,258,200000.0,500000.0,350000.0,9.0,2.0,1484626889.0,1490816591.0,22.22222222222222
585880,2017-02-06,,,,,0.0,46,20000.0,50000.0,35000.0,15.0,15.0,1486422469.0,1488125474.0,100.0
544610,2017-08-31,,,,,39.99,1164,200000.0,500000.0,350000.0,307.0,247.0,1504190632.0,1511875104.0,80.45602605863192
7600,2007-05-04,9.99,9.99,0.0,USD,9.99,214,500000.0,1000000.0,750000.0,,,,,
559900,2016-12-20,8.99,8.99,0.0,USD,8.99,0,20000.0,50000.0,35000.0,8.0,3.0,1483360757.0,1487465291.0,37.5
553660,2018-04-06,,,,,0.0,75,100000.0,200000.0,150000.0,2.0,1.0,1523572834.0,1523762547.0,50.0
25800,2009-02-04,14.99,14.99,0.0,USD,14.99,941,200000.0,500000.0,350000.0,,,,,
592260,2017-02-26,14.99,14.99,0.0,USD,14.99,2398,100000.0,200000.0,150000.0,66.0,61.0,1488142991.0,1495646600.0,92.42424242424242
24670,2011-06-08,9.99,9.99,0.0,USD,9.99,2555,200000.0,500000.0,350000.0,2.0,2.0,1307917087.0,1309655452.0,100.0
566540,2018-09-18,49.99,49.99,0.0,USD,49.99,1813,50000.0,100000.0,75000.0,66.0,60.0,1537316065.0,1543951814.0,90.9090909090909
559330,2019-01-22,2.99,14.99,80.0,USD,2.99,46,20000.0,50000.0,35000.0,140.0,134.0,1548184558.0,1555818603.0,95.71428571428572
38460,2009-09-17,14.99,14.99,0.0,USD,14.99,334,50000.0,100000.0,75000.0,,,,,
546430,2019-04-11,15.99,15.99,0.0,USD,15.99,302,100000.0,200000.0,150000.0,455.0,284.0,1554981872.0,1562487589.0,62.417582417582416
9350,2011-09-28,2.59,12.99,80.0,USD,2.59,773,1000000.0,2000000.0,1500000.0,6.0,6.0,1318348385.0,1322742614.0,100.0
3130,2009-11-01,4.99,4.99,0.0,USD,4.99,983,100000.0,200000.0,150000.0,,,,,
585890,2017-02-06,5.99,5.99,0.0,USD,5.99,46,0.0,20000.0,10000.0,75.0,73.0,1486429464.0,1493806775.0,97.33333333333334
561740,2017-05-25,14.99,14.99,0.0,USD,14.99,109,0.0,20000.0,10000.0,74.0,65.0,1495750606.0,1502855364.0,87.83783783783784
595420,2017-10-06,19.99,19.99,0.0,USD,19.99,13852,0.0,20000.0,10000.0,55.0,37.0,1507327463.0,1514736144.0,67.27272727272727
538680,2017-08-02,39.99,39.99,0.0,USD,39.99,2299,200000.0,500000.0,350000.0,452.0,435.0,1501693566.0,1509359313.0,96.23893805309734
6120,2010-10-25,9.99,9.99,0.0,USD,9.99,218,200000.0,500000.0,350000.0,32.0,32.0,1288099620.0,1295735029.0,100.0
6300,2007-01-12,19.99,19.99,0.0,USD,19.99,534,200000.0,500000.0,350000.0,,,,,
32360,2009-07-15,9.99,9.99,0.0,USD,9.99,319,500000.0,1000000.0,750000.0,,,,,
585860,2017-06-07,,,,,0.0,219,100000.0,200000.0,150000.0,4.0,0.0,1496908339.0,1498538790.0,0.0
3900,2006-10-25,19.99,19.99,0.0,USD,19.99,679,1000000.0,2000000.0,1500000.0,,,,,
588110,2017-04-28,11.99,11.99,0.0,USD,11.99,304,0.0,20000.0,10000.0,26.0,17.0,1493389594.0,1501032178.0,65.38461538461539
8000,2007-06-05,8.99,8.99,0.0,USD,8.99,381,500000.0,1000000.0,750000.0,,,,,
2500,2006-05-08,6.99,6.99,0.0,USD,6.99,175,200000.0,500000.0,350000.0,,,,,
591420,2017-02-20,1.99,1.99,0.0,USD,1.99,848,200000.0,500000.0,350000.0,186.0,164.0,1487597763.0,1495262085.0,88.17204301075269
27900,2009-09-16,4.99,4.99,0.0,USD,4.99,137,50000.0,100000.0,75000.0,,,,,
7110,2007-02-27,3.74,14.99,75.0,USD,3.74,409,200000.0,500000.0,350000.0,,,,,
537110,2016-12-19,9.99,9.99,0.0,USD,9.99,242,100000.0,200000.0,150000.0,97.0,92.0,1482276602.0,1489735985.0,94.84536082474226
37600,2009-09-25,2.99,2.99,0.0,USD,2.99,65,50000.0,100000.0,75000.0,,,,,
8890,2009-05-29,4.99,4.99,0.0,USD,4.99,226,100000.0,200000.0,150000.0,,,,,
32370,2009-09-05,9.99,9.99,0.0,USD,9.99,918,2000000.0,5000000.0,3500000.0,,,,,
572520,2017-02-15,,,,,0.0,204,200000.0,500000.0,350000.0,59.0,47.0,1487173484.0,1492717346.0,79.66101694915254
19000,2008-11-06,7.99,39.99,80.0,USD,7.99,254,200000.0,500000.0,350000.0,,,,,
32440,2009-11-12,19.99,19.99,0.0,USD,19.99,687,1000000.0,2000000.0,1500000.0,,,,,
568930,2017-09-13,11.99,11.99,0.0,USD,11.99,156,100000.0,200000.0,150000.0,47.0,36.0,1505318903.0,1512945236.0,76.59574468085107
582620,2017-02-15,4.99,4.99,0.0,USD,4.99,172,20000.0,50000.0,35000.0,11.0,8.0,1487185171.0,1494276881.0,72.72727272727273
2810,2006-07-21,9.99,9.99,0.0,USD,9.99,4464,500000.0,1000000.0,750000.0,,,,,
22350,2011-05-09,,,,,0.0,394,500000.0,1000000.0,750000.0,149.0,110.0,1304916816.0,1312653946.0,73.8255033557047
571530,2017-06-12,19.99,19.99,0.0,USD,19.99,575,50000.0,100000.0,75000.0,81.0,78.0,1497293388.0,1504499988.0,96.29629629629629
33100,2009-05-27,4.99,4.99,0.0,USD,4.99,318,500000.0,1000000.0,750000.0,,,,,
577690,2017-03-01,9.99,9.99,0.0,USD,9.99,538,100000.0,200000.0,150000.0,79.0,71.0,1488399670.0,1495311072.0,89.87341772151899
557880,2017-01-03,,,,,0.0,79,20000.0,50000.0,35000.0,4.0,1.0,1485094665.0,1486186283.0,25.0
4700,2006-11-15,6.24,24.99,75.0,USD,6.24,5019,1000000.0,2000000.0,1500000.0,,,,,
552880,2019-02-14,11.99,11.99,0.0,USD,11.99,63,0.0,20000.0,10000.0,28.0,25.0,1550241749.0,1557575812.0,89.28571428571429
573130,2017-07-19,16.99,16.99,0.0,USD,16.99,166,20000.0,50000.0,35000.0,37.0,34.0,1500494969.0,1508066331.0,91.8918918918919
46410,2010-03-17,4.99,4.99,0.0,USD,4.99,34,100000.0,200000.0,150000.0,,,,,
16730,2008-12-01,0.71,5.99,88.0,USD,0.71,77,200000.0,500000.0,350000.0,,,,,
574080,2018-06-18,8.99,8.99,0.0,USD,8.99,454,20000.0,50000.0,35000.0,11.0,3.0,1529716928.0,1535682254.0,27.27272727272727
7020,2007-03-29,9.99,9.99,0.0,USD,9.99,194,50000.0,100000.0,75000.0,,,,,
40,2001-06-01,4.99,4.99,0.0,USD,4.99,230,5000000.0,10000000.0,7500000.0,,,,,
15200,2008-06-13,2.49,9.99,75.0,USD,2.49,422,100000.0,200000.0,150000.0,,,,,
43100,2009-10-30,9.99,9.99,0.0,USD,9.99,257,50000.0,100000.0,75000.0,,,,,
33120,2009-05-27,4.99,4.99,0.0,USD,4.99,348,200000.0,500000.0,350000.0,,,,,
70,1998-11-19,9.99,9.99,0.0,USD,9.99,574,10000000.0,20000000.0,15000000.0,,,,,
32460,2010-07-07,9.99,9.99,0.0,USD,9.99,341,200000.0,500000.0,350000.0,,,,,
1300,2006-05-10,9.99,9.99,0.0,USD,1.99,116,100000.0,200000.0,150000.0,,,,,
557040,2016-12-22,12.99,12.99,0.0,USD,12.99,265,50000.0,100000.0,75000.0,9.0,5.0,1482603924.0,1488755519.0,55.55555555555556
550080,2017-06-20,29.99,29.99,0.0,USD,29.99,303,20000.0,50000.0,35000.0,169.0,150.0,1497982848.0,1504732383.0,88.75739644970415
3990,2007-04-06,4.99,4.99,0.0,USD,4.99,688,500000.0,1000000.0,750000.0,,,,,
584990,2018-03-14,14.99,14.99,0.0,USD,14.99,159,50000.0,100000.0,75000.0,19.0,16.0,1521053143.0,1527785077.0,84.21052631578947
33990,2010-11-05,12.99,12.99,0.0,USD,12.99,69,50000.0,100000.0,75000.0,1.0,0.0,1294872800.0,1294872800.0,0.0
569860,2017-03-30,19.99,19.99,0.0,USD,19.99,472,500000.0,1000000.0,750000.0,474.0,448.0,1490891244.0,1498601397.0,94.51476793248945
2600,2007-03-22,9.99,19.99,50.0,USD,9.99,778,500000.0,1000000.0,750000.0,,,,,
555880,2018-02-06,29.99,29.99,0.0,USD,29.99,119,100000.0,200000.0,150000.0,75.0,60.0,1517966925.0,1525453107.0,80.0
4900,2006-12-14,,,,,0.0,67,20000.0,50000.0,35000.0,,,,,
581220,2017-03-24,4.19,6.99,40.0,USD,4.19,110,0.0,20000.0,10000.0,23.0,12.0,1490381633.0,1498022907.0,52.17391304347826
4580,2007-08-07,,,,,0.0,1028,1000000.0,2000000.0,1500000.0,,,,,
32750,2009-06-18,9.99,9.99,0.0,USD,9.99,265,50000.0,100000.0,75000.0,,,,,
559650,2020-10-22,19.99,19.99,0.0,USD,19.99,451,1000000.0,2000000.0,1500000.0,322.0,308.0,1603384487.0,1611085587.0,95.65217391304348
33570,2010-11-18,4.99,4.99,0.0,USD,4.99,933,100000.0,200000.0,150000.0,,,,,
580200,2017-07-17,24.99,24.99,0.0,USD,24.99,222,200000.0,500000.0,350000.0,423.0,328.0,1500361386.0,1508008980.0,77.54137115839244
559260,2019-08-28,3.74,14.99,75.0,USD,3.74,205,0.0,20000.0,10000.0,12.0,5.0,1567082919.0,1574632598.0,41.66666666666667
1200,2006-03-14,4.99,4.99,0.0,USD,4.99,648,500000.0,1000000.0,750000.0,,,,,
562360,2016-12-13,0.49,4.99,90.0,USD,0.49,311,200000.0,500000.0,350000.0,16.0,15.0,1481652722.0,1489128717.0,93.75
33650,2010-05-28,4.99,4.99,0.0,USD,4.99,423,50000.0,100000.0,75000.0,,,,,
15080,2008-06-13,2.49,9.99,75.0,USD,2.49,95,100000.0,200000.0,150000.0,,,,,
575950,2017-07-19,0.99,0.99,0.0,USD,0.99,125,100000.0,200000.0,150000.0,7.0,3.0,1500524312.0,1508036724.0,42.857142857142854
